Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
14496,30,2.0,63.17771031072106,36.68160287683257,1.0,4,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4423,10,2.0,47.37366418724793,31.472700288750392,6.0,7,9.0,1972,0.089039719,B,B,33,7976,5,1117.1425855513307,0,11,B
14610,26,2.0,77.82818763612575,41.30025075658016,14.0,15,17.0,2015,0.0,B,B,36,6714,2,2672.0,0,2,B
1023,87,3.0,66.81654429945685,41.06250851752099,8.0,5,14.0,1987,0.100455735,B,B,43,7227,0,1117.1425855513307,1,6,A
10950,42,2.0,55.89831490068351,31.37936501394752,9.0,12,14.0,2007,0.158249043,B,B,21,5731,0,1117.1425855513307,1,0,B
6633,89,2.0,48.049284495669134,29.329381421013807,5.0,3,5.0,1963,0.1363303,B,B,30,6141,10,262.0,3,6,B
3492,61,3.0,62.32344636758523,43.67721569759272,6.0,8,9.0,1977,0.300322518,B,B,52,10311,6,1117.1425855513307,1,9,B
6779,98,2.0,54.971508534788846,30.93432712537425,11.0,13,16.0,1978,0.195781053,B,B,23,5212,6,1117.1425855513307,3,2,B
4968,74,2.0,77.09800507697877,36.68160287683257,1.0,16,1.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
14724,146,1.0,40.9583397249237,19.616120390003047,8.0,9,16.0,1981,0.236108458,B,B,16,3893,27,1117.1425855513307,3,10,B
14107,6,1.0,38.51611525893773,36.68160287683257,0.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7261,52,3.0,77.70068972803716,36.68160287683257,1.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
9489,142,1.0,37.046918295911325,23.861619696718925,9.0,8,16.0,1974,0.051942062,B,B,17,4017,7,800.0,2,0,B
8321,20,2.0,58.41382478741494,35.96920993561843,9.0,6,17.0,1998,0.019508796,B,B,37,7687,11,176.0,5,5,B
6811,57,3.0,80.1705965084248,47.2802398799979,12.0,8,14.0,2003,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
2231,29,2.0,44.845905163833706,28.101254922765214,5.0,2,8.0,1966,0.069660344,B,B,31,6119,4,1117.1425855513307,1,2,B
9501,124,4.0,103.71209636892507,72.73946722315462,9.0,8,8.0,1943,0.16909109,B,B,19,3856,10,1117.1425855513307,2,5,B
9285,74,2.0,75.45352967383243,36.68160287683257,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
11128,21,2.0,42.20621681384596,26.426548966453613,5.0,5,5.0,1963,0.034331497,B,B,25,5487,3,1117.1425855513307,0,4,B
12468,3,1.0,41.397390382076296,36.68160287683257,1.0,18,1.0,1977,0.050900058,B,B,43,10621,1,30.0,2,3,B
12215,61,3.0,65.82849495054819,41.96699798437575,8.0,14,12.0,1984,0.300322518,B,B,52,10311,6,1117.1425855513307,1,9,B
4722,104,4.0,81.55730568866873,81.6473778021562,11.0,10,10.0,1955,0.212515361,B,B,19,3293,16,628.0,3,7,B
10966,129,1.0,40.6033221853339,20.530089408348186,8.0,6,5.0,1959,0.020741326,B,B,24,5613,5,1340.0,2,5,B
3877,21,1.0,40.65928909063948,21.72145894501467,8.0,9,14.0,1992,0.194489265,B,B,47,8004,3,125.0,3,5,B
4186,31,2.0,64.18396444683056,43.19848385728016,8.0,12,14.0,1977,0.0,B,B,23,3684,2,1117.1425855513307,0,4,B
6605,23,3.0,82.91245237864592,36.68160287683257,1.0,25,25.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
15642,20,1.0,50.36240482695722,26.673438781250557,15.0,8,11.0,2008,0.019508796,B,B,37,7687,11,176.0,5,5,B
11544,23,2.0,67.64688874787622,36.68160287683257,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
10440,62,1.0,29.10709140728332,16.434995351995738,5.0,7,9.0,1974,0.002211665,B,B,39,7614,3,1117.1425855513307,1,5,A
4964,31,1.0,31.34697381763689,17.261167435893928,5.0,6,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
9385,100,2.0,59.0495124989822,32.80934922276225,10.0,7,14.0,2008,0.200146802,B,B,23,3975,8,770.0,2,0,B
10010,58,3.0,89.86859836253548,87.4593218011169,0.0,9,0.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4505,46,3.0,63.39608601138168,47.90280488596497,5.0,4,9.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B
13682,27,1.0,41.34565024439386,17.38476844941001,8.0,14,14.0,2007,0.07542368,B,B,11,3097,0,1117.1425855513307,0,0,B
5849,128,1.0,40.34530251235429,23.75488996161283,7.0,2,17.0,1994,0.0,B,B,27,4798,0,30.0,2,8,B
16228,17,1.0,121.45355935094832,87.52164204636371,17.0,17,22.0,2013,0.0,B,B,18,3374,5,620.0,1,2,B
6456,0,2.0,37.63050067664928,21.339168295384805,6.0,9,9.0,1967,0.319809354,B,B,25,4756,16,2857.0,5,8,B
14740,111,2.0,46.01078633180929,28.76597623158145,5.0,6,9.0,1977,0.135649789,B,B,46,7960,6,350.0,3,11,B
14715,71,3.0,84.42306715375352,53.18829804902927,11.0,9,25.0,2008,0.033493708,B,B,66,10573,1,1322.0,3,8,B
11971,169,2.0,67.94555137697529,69.26308549302902,1.0,2,2.0,2017,0.178916796,B,B,18,3594,4,192.0,1,5,B
4462,34,1.0,49.095249269794095,46.740322011253454,8.0,6,25.0,2019,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
16315,52,3.0,80.57458408613198,48.891056287845046,10.0,19,17.0,1988,0.371148999,B,B,34,7065,1,750.0,2,5,B
14875,44,2.0,73.0469529471514,38.91277186924153,1.0,7,12.0,1977,0.036122292,B,B,24,4378,0,1036.0,1,1,B
3602,29,3.0,92.55162723466968,59.69832501470804,7.0,4,5.0,1958,0.040242764,B,B,25,3478,11,2729.0,3,1,B
12032,1,2.0,62.70360893258121,36.68160287683257,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
2461,72,2.0,103.1143565395187,4.312838467615933,1.0,34,37.0,2015,0.210473241,B,B,11,2398,2,1994.0,3,0,B
10816,51,3.0,97.88933216939984,58.64056425285965,12.0,4,5.0,1929,0.015016892,B,B,17,3079,59,2890.0,0,8,B
1802,27,1.0,47.22217794068264,22.57790639540169,8.0,7,10.0,2009,0.041116354,B,B,53,14892,4,1117.1425855513307,1,4,B
16046,41,1.0,32.66948756641645,19.149978956466533,6.0,4,4.0,1953,0.127811589,B,B,28,7287,5,320.0,1,3,B
14780,144,2.0,68.07955919996544,35.14832232351565,11.0,4,17.0,2004,0.306977489,B,B,27,5148,14,1575.0,5,7,B
5325,13,2.0,53.12709807855485,31.68189485903893,8.0,14,17.0,2002,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
6245,23,2.0,59.856978513862494,36.68160287683257,1.0,8,25.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
14897,3,1.0,33.25521536544214,18.0162602507066,6.0,8,9.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
13139,53,2.0,57.00721393455122,58.897823489408,1.0,10,18.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
14438,61,2.0,57.460213321077525,33.412023557023105,10.0,16,17.0,1985,0.300322518,B,B,52,10311,6,1117.1425855513307,1,9,B
6126,156,3.0,67.30421976025012,44.1055567075321,9.0,9,12.0,1967,0.486245621,B,B,13,2514,19,1117.1425855513307,0,6,B
10873,92,3.0,82.64279285821395,51.34498088942618,8.0,6,12.0,1985,0.460556389,B,B,20,4386,14,1117.1425855513307,1,5,B
92,21,3.0,70.42479628301454,46.60475213335845,9.0,12,12.0,1971,0.194489265,B,B,47,8004,3,125.0,3,5,B
4518,48,2.0,53.99899058847917,34.593313464224714,9.0,15,16.0,1984,0.041124634,B,B,46,9515,5,1117.1425855513307,1,10,B
14890,22,2.0,55.02655378632153,32.9178566699472,5.0,3,5.0,1964,0.000995363,B,B,42,7651,1,1117.1425855513307,1,5,B
7899,1,1.0,42.25931136958715,41.73178329630926,10.0,19,17.0,2019,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
10964,101,1.0,31.05021625752945,21.777253568414583,6.0,3,5.0,1958,0.225824954,A,B,41,6558,7,1548.0,3,2,B
15739,52,2.0,82.39286268616324,42.16329910771633,15.0,14,25.0,2012,0.371148999,B,B,34,7065,1,750.0,2,5,B
5635,23,1.0,37.10063310720405,36.68160287683257,0.0,4,3.0,1977,0.005767451,B,B,1,388,0,1117.1425855513307,0,0,B
15289,58,2.0,65.23318019605047,69.88778236415921,1.0,4,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3650,41,2.0,45.59388649772253,31.26276780743852,5.0,11,12.0,1968,0.175054867,B,B,36,10055,3,1117.1425855513307,1,0,B
5160,58,3.0,93.75628511517036,36.68160287683257,1.0,2,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
1343,1,1.0,39.07515393260425,40.34303487840975,0.0,10,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
7948,32,2.0,46.597902448320006,29.4659163259918,6.0,8,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B
7157,78,3.0,79.45759445051031,44.618002121026976,12.0,16,17.0,1977,0.092290642,B,B,21,4346,2,165.0,1,2,B
13069,1,2.0,61.747207820492285,36.68160287683257,0.0,5,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
14636,84,1.0,38.80668861427284,21.770017425394126,7.0,5,14.0,1979,0.006076152,B,B,30,5285,0,645.0,6,6,B
7953,58,3.0,73.25233253107835,49.06864166151242,9.0,5,9.0,2010,0.31019913,B,B,11,2748,1,1117.1425855513307,0,0,B
860,47,2.0,55.70165982072006,34.585574475690024,9.0,10,17.0,2002,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
4754,91,1.0,36.98344368452791,18.74100808238918,7.0,7,9.0,1969,0.333891544,B,B,30,6564,1,1117.1425855513307,0,0,B
6785,25,1.0,46.36038505647989,36.68160287683257,1.0,20,1.0,2015,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
3191,91,3.0,66.35462195018826,48.75905593327922,9.0,8,12.0,1976,0.333891544,B,B,30,6564,1,1117.1425855513307,0,0,B
13262,106,3.0,91.1818752729304,60.176106731140365,9.0,7,9.0,1954,0.313924552,B,B,22,4625,11,3855.0,2,10,B
450,27,2.0,66.23566238810594,36.68160287683257,0.0,2,0.0,1977,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
676,85,3.0,54.08853428132322,38.62246705303549,6.0,8,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
11130,17,3.0,57.934759696675606,41.3787356888664,5.0,6,5.0,1963,0.0,B,B,18,3374,5,620.0,1,2,B
10359,46,2.0,45.32893674924416,29.148969745306143,6.0,6,9.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B
3821,53,1.0,30.96612456567489,19.73219578065021,6.0,1,5.0,1961,0.049637257,B,B,34,7759,0,229.0,1,3,B
3286,94,1.0,32.646326121498326,20.94696327208617,6.0,10,9.0,1971,0.282797669,B,B,33,8667,2,1117.1425855513307,0,6,B
12134,52,2.0,66.46342969601757,36.68160287683257,1.0,12,16.0,2015,0.371148999,B,B,34,7065,1,750.0,2,5,B
15846,34,1.0,26.71972348939218,36.68160287683257,1.0,4,2.0,2015,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
13000,6,2.0,65.61516203395931,36.68160287683257,1.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11716,44,1.0,38.68680813074875,21.37648572190394,7.0,4,14.0,2005,0.232205084,B,B,24,4860,1,80.0,0,3,B
7339,6,2.0,67.88583505959119,36.68160287683257,1.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
16378,53,2.0,57.76173196368583,36.68160287683257,1.0,19,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
244,1,2.0,75.43590521864608,36.68160287683257,0.0,7,0.0,1977,0.014580716,B,B,3,760,1,1117.1425855513307,0,0,B
6887,58,2.0,67.25686692921654,36.68160287683257,0.0,10,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
2171,66,2.0,47.87330206990477,30.54999230293039,4.0,3,5.0,1960,0.161975568,B,A,31,7010,5,4508.0,3,7,B
12312,75,1.0,31.351814626237275,20.075221729220942,5.0,7,5.0,1966,0.307466659,B,A,30,5048,9,325.0,2,5,B
6045,28,2.0,45.21785906144059,26.754449040347986,5.0,9,9.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B
2372,94,2.0,49.33256475106596,29.09364337441785,9.0,2,9.0,1973,0.127375905,B,B,43,8429,3,1117.1425855513307,3,9,B
8806,20,2.0,56.76990249211013,30.929494438097947,9.0,6,23.0,2006,0.019508796,B,B,37,7687,11,176.0,5,5,B
5767,79,2.0,48.54572333459649,32.582038529840226,8.0,5,12.0,1971,0.307466659,B,A,30,5048,9,325.0,2,5,B
8674,135,1.0,33.35779588583981,20.00432832839266,5.0,11,9.0,1972,0.007658515,B,B,35,7077,56,2301.0,3,19,B
4545,111,4.0,73.20097605802778,50.72209018881985,6.0,7,16.0,1971,0.093442564,B,B,23,4635,5,3300.0,2,4,B
2610,6,2.0,58.05739508599728,56.92226191867434,1.0,16,16.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
13210,93,2.0,65.97604034541183,38.47489822026113,10.0,7,24.0,2013,0.050900058,B,B,43,10621,1,30.0,2,3,B
15260,118,1.0,36.13807008404357,20.5239780878322,6.0,3,5.0,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
10567,78,3.0,60.39813678550853,40.00252293138361,6.0,8,9.0,1973,0.219006007,B,B,28,6746,3,1117.1425855513307,1,4,B
8160,46,2.0,54.61589082301326,34.37592445587682,8.0,1,12.0,1982,0.0,B,B,47,11319,0,1145.0,3,5,B
10582,1,1.0,43.35833823404816,36.68160287683257,1.0,15,22.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
12791,44,2.0,59.80746627877216,36.61645017821512,8.0,7,14.0,1971,0.122190486,B,B,25,4724,2,1308.0,1,3,B
11222,6,3.0,81.11603548749538,36.68160287683257,1.0,5,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15344,10,2.0,44.10875803924271,29.6100160852583,5.0,8,9.0,1972,0.282797669,B,B,33,8667,2,1117.1425855513307,0,6,B
10162,6,3.0,80.03910659199211,78.36043716268166,1.0,3,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
13874,94,2.0,48.68620039967849,32.00626444422248,6.0,10,12.0,1975,0.521867054,B,B,25,6149,0,1117.1425855513307,0,0,B
9406,34,2.0,64.6021863281613,58.20341460844112,10.0,23,25.0,2019,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
16055,62,3.0,108.21890113362416,108.2722770533105,10.0,4,17.0,2017,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
6719,2,2.0,41.30775393639727,24.8315192140556,6.0,6,9.0,1973,0.130617806,B,B,39,10418,9,900.0,1,9,B
10260,6,2.0,66.36818566355153,36.68160287683257,0.0,19,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
525,108,3.0,74.24243825515755,46.49772109890478,9.0,13,17.0,2009,0.0,B,B,25,5027,4,46.0,1,1,B
4963,67,2.0,55.10136880465269,33.968217489362374,8.0,18,17.0,1989,0.100455735,B,B,43,7227,0,1117.1425855513307,1,6,A
6615,6,1.0,44.79122298257181,42.17176923603591,1.0,6,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
4509,111,4.0,65.4682925138045,46.838607477166775,5.0,8,9.0,1979,0.0,B,B,36,6714,2,2672.0,0,2,B
4394,26,3.0,66.4598069003912,46.4275659130825,6.0,13,12.0,1973,0.0,B,B,36,6714,2,2672.0,0,2,B
7214,128,2.0,57.427824456097625,30.258026672563943,8.0,11,14.0,1992,0.0,B,B,27,4798,0,30.0,2,8,B
8873,74,1.0,51.16321388984122,16.111394279319388,13.0,12,17.0,2015,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
466,90,1.0,39.115782469382175,21.150873238140928,9.0,11,12.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B
4795,82,1.0,39.31899629627416,22.384626936360966,9.0,11,12.0,1971,0.037316452,B,B,32,6748,93,562.0,4,10,B
13079,79,1.0,35.09191485157909,23.64524386597413,9.0,5,12.0,1968,0.307466659,B,A,30,5048,9,325.0,2,5,B
11364,26,3.0,62.51607675225986,45.63379520135754,5.0,5,5.0,1965,0.0,B,B,36,6714,2,2672.0,0,2,B
3161,9,3.0,78.54188871485694,48.2113515584038,10.0,11,17.0,1995,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
7197,27,3.0,79.55393747573873,36.68160287683257,1.0,5,1.0,1977,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
10685,1,2.0,54.51040907368143,36.68160287683257,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
4743,6,2.0,59.47879834312319,36.49312865886529,12.0,14,17.0,2011,0.243204519,B,B,5,1564,0,540.0,0,0,B
7914,132,3.0,72.81861145244588,48.643369171115104,8.0,4,16.0,1980,0.306977489,B,B,27,5148,14,1575.0,5,7,B
14087,48,3.0,99.61588199913928,36.68160287683257,1.0,8,8.0,2014,0.041124634,B,B,46,9515,5,1117.1425855513307,1,10,B
5988,21,2.0,46.68628452142156,31.22937701663806,5.0,5,5.0,1968,0.194489265,B,B,47,8004,3,125.0,3,5,B
1918,77,3.0,63.78879676182709,43.40452328363711,5.0,8,9.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
16056,128,1.0,41.8806432836533,23.66222035766692,8.0,8,17.0,1991,0.0,B,B,27,4798,0,30.0,2,8,B
12405,13,1.0,45.69287464374632,21.03287652531439,8.0,6,14.0,1997,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
16398,100,1.0,55.51694428600491,24.57291714145736,14.0,19,22.0,2012,0.200146802,B,B,23,3975,8,770.0,2,0,B
7047,26,2.0,41.207988525643394,27.10457121404657,6.0,11,12.0,1968,0.0,B,B,36,6714,2,2672.0,0,2,B
5409,19,1.0,45.78757940178234,21.411374160830555,9.0,6,25.0,2014,0.309479124,B,B,35,7715,4,990.0,0,6,B
12775,96,1.0,39.319723211685655,19.763375307621967,8.0,3,14.0,2011,0.041116354,B,B,53,14892,4,1117.1425855513307,1,4,B
5881,1,2.0,55.82642843404962,36.68160287683257,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
10251,8,2.0,58.024162112260406,31.40215519690671,8.0,13,12.0,1977,0.219006007,B,B,28,6746,3,1117.1425855513307,1,4,B
13596,93,1.0,35.62773706419681,18.854226165909463,6.0,2,9.0,1974,0.521867054,B,B,25,6149,0,1117.1425855513307,0,0,B
5567,53,2.0,46.64851750231363,29.934411104951447,5.0,5,9.0,1973,0.313924552,B,B,22,4625,11,3855.0,2,10,B
15357,91,1.0,41.11348630656638,21.960906539205205,9.0,2,14.0,1972,0.333891544,B,B,30,6564,1,1117.1425855513307,0,0,B
5250,96,4.0,87.77638168144794,54.620539994927256,10.0,25,24.0,2014,0.041116354,B,B,53,14892,4,1117.1425855513307,1,4,B
15378,34,4.0,104.90571026096268,65.51596162228621,10.0,18,22.0,2002,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
12172,23,1.0,36.96634132221517,33.02752037943226,1.0,4,3.0,1977,0.005767451,B,B,1,388,0,1117.1425855513307,0,0,B
9337,94,1.0,37.57559941415215,22.02513693264013,8.0,7,16.0,1977,0.282797669,B,B,33,8667,2,1117.1425855513307,0,6,B
6190,111,1.0,34.12631851503142,33.13859382078357,5.0,5,5.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
362,6,1.0,50.41114049730061,5.77569736785934,1.0,27,25.0,2018,0.243204519,B,B,5,1564,0,540.0,0,0,B
14066,79,2.0,49.24404934301864,31.385953840677843,7.0,5,9.0,1979,0.307466659,B,A,30,5048,9,325.0,2,5,B
10667,34,3.0,79.01841304949977,49.61311466141885,10.0,11,14.0,1997,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
11524,1,2.0,72.30222868518383,71.7678053632436,1.0,8,7.0,2015,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
8415,25,3.0,64.84004800038345,45.27229439758132,9.0,2,12.0,1974,0.188783766,B,B,31,6137,4,1117.1425855513307,0,1,B
13916,54,2.0,87.28585801265007,59.12215681920473,18.0,4,36.0,2011,0.006076152,B,B,30,5285,0,645.0,6,6,B
7372,61,2.0,48.54753228005514,42.214992112446495,5.0,10,9.0,1976,0.300322518,B,B,52,10311,6,1117.1425855513307,1,9,B
4755,6,2.0,62.66803426982936,36.68160287683257,0.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
13890,42,1.0,49.73051896110454,23.855753718864,10.0,20,24.0,2010,0.158249043,B,B,21,5731,0,1117.1425855513307,1,0,B
2246,13,1.0,41.83474640495681,19.213150842379545,9.0,18,25.0,2003,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
11036,9,3.0,84.94574249019662,51.95655722999655,8.0,5,14.0,1997,0.161531741,B,B,25,5648,1,30.0,2,4,B
2560,8,2.0,47.48838447068682,28.89649296876303,6.0,5,5.0,1963,0.43788524,B,B,23,5735,3,1084.0,0,5,B
10785,45,3.0,83.22441166759276,36.68160287683257,1.0,9,7.0,2013,0.195781053,B,B,23,5212,6,1117.1425855513307,3,2,B
13661,35,1.0,45.778758556743526,36.68160287683257,1.0,11,17.0,1977,0.089039719,B,B,33,7976,5,1117.1425855513307,0,11,B
10795,6,2.0,62.2113794254756,58.00986704349823,1.0,12,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
12747,1,1.0,39.413779667972,36.68160287683257,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
10544,105,1.0,39.39769472574144,22.276338220073733,10.0,9,12.0,1968,0.040242764,B,B,25,3478,11,2729.0,3,1,B
14157,1,2.0,65.22599906915603,36.68160287683257,0.0,15,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
4885,11,1.0,44.350480760038224,42.958374153890304,0.0,2,4.0,1977,0.012338886,B,B,35,5776,1,2078.0,2,4,B
13504,1,2.0,63.038660241914044,65.95905619325748,0.0,18,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
10505,52,2.0,39.38933038786035,23.87927541844753,6.0,14,12.0,1970,0.371148999,B,B,34,7065,1,750.0,2,5,B
10706,62,2.0,54.46641963951477,35.320680112427304,9.0,16,16.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
16784,34,2.0,53.34322005442467,33.39697850473532,8.0,1,14.0,1993,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
16190,53,2.0,56.59433029792958,36.68160287683257,1.0,20,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
14734,27,1.0,35.77139226246007,36.68160287683257,0.0,7,0.0,1977,0.011654127,B,B,4,915,0,1117.1425855513307,0,0,B
11344,3,1.0,40.146638180950106,19.533406721088816,8.0,4,16.0,1980,0.265088676,B,B,37,5288,0,1937.0,3,2,B
2077,27,1.0,54.4737523885719,21.133650179679226,13.0,13,18.0,2015,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
15228,59,2.0,55.62961861770879,33.683428494267424,8.0,4,17.0,1987,0.019508796,B,B,37,7687,11,176.0,5,5,B
2779,58,2.0,66.29533208203671,36.68160287683257,0.0,16,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
7344,46,1.0,39.63351337952943,21.07616084907109,9.0,10,12.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
6886,155,1.0,33.07777294208548,17.98219482650871,7.0,7,12.0,1972,0.042307271,B,B,17,2810,9,4849.0,3,6,B
11519,119,3.0,98.59858683114906,53.99163921223556,11.0,8,14.0,2006,0.000995363,B,B,42,7651,1,1117.1425855513307,1,5,B
3594,1,2.0,64.63412855828739,3.7914199891823017,1.0,8,17.0,2018,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
15172,38,3.0,86.20474059964937,50.67584681137279,10.0,7,20.0,2016,0.060753049,B,B,15,2787,2,520.0,0,7,B
13431,85,2.0,48.03309698470909,30.863543930242084,6.0,3,9.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
3010,25,2.0,62.07222835951462,2.618971469491936,1.0,4,1.0,1977,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
2321,57,2.0,53.95263365449035,33.50664300699061,9.0,5,14.0,2004,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
10625,86,2.0,69.01813237923352,39.72563173300711,10.0,6,4.0,1950,0.161975568,B,A,31,7010,5,4508.0,3,7,B
988,90,2.0,54.84691283725718,31.739446074538776,8.0,6,16.0,1977,0.265088676,B,B,37,5288,0,1937.0,3,2,B
861,13,1.0,44.58259639059568,21.083278800759945,8.0,8,12.0,1998,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
3103,1,3.0,81.68036945315265,36.68160287683257,0.0,6,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
15889,27,2.0,64.4470289147189,36.68160287683257,1.0,9,1.0,1977,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
5299,96,3.0,82.53705150415196,48.58235360588142,10.0,4,14.0,2004,0.041116354,B,B,53,14892,4,1117.1425855513307,1,4,B
3804,13,1.0,42.08825354664381,24.351503545087,8.0,11,14.0,1997,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
9391,6,3.0,74.13712826120147,36.68160287683257,12.0,4,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
16098,62,2.0,64.48185441029746,36.65305402151925,9.0,12,14.0,2020,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
3279,111,2.0,50.975325180138114,29.590868743344565,8.0,11,12.0,1984,0.093442564,B,B,23,4635,5,3300.0,2,4,B
15724,78,3.0,74.08463916462037,46.70340758687666,8.0,4,25.0,2012,0.092290642,B,B,21,4346,2,165.0,1,2,B
5745,6,1.0,43.76998048253842,40.80691095181312,1.0,16,25.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
12137,124,3.0,94.23797846010334,52.34820344294866,12.0,12,21.0,2005,0.122090347,B,B,29,6566,7,1894.0,4,0,B
2196,52,4.0,104.63850975825298,62.18544382517892,10.0,4,22.0,2005,0.371148999,B,B,34,7065,1,750.0,2,5,B
9903,67,1.0,34.65381300459845,22.549847876854,6.0,7,9.0,1976,0.0077202819999999,B,B,38,4788,2,1117.1425855513307,0,4,B
6427,35,1.0,34.78264511693794,18.128566770165705,7.0,9,9.0,1971,0.089039719,B,B,33,7976,5,1117.1425855513307,0,11,B
11772,6,1.0,50.65965716585336,36.68160287683257,1.0,20,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
433,25,2.0,57.72712080605069,35.01463045172999,9.0,8,12.0,1994,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
11844,38,1.0,47.00201199705968,47.93881657835622,1.0,11,22.0,2017,0.060753049,B,B,15,2787,2,520.0,0,7,B
